"createdAt","body"
"2022-11-08 22:09:16.151211+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion          /* description month_end_risk_score = The risk score assigned to the practice at the end of the month. If this date is in the future it will be indicated by 'Future date'. */         , COALESCE(             FIRST_VALUE(                 IFF(date_spine.period_marker__month_end, revenue_risk_score.risk_level_current, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN CURRENT ROW AND UNBOUNDED FOLLOWING             )             , 'Future Date') AS month_end_risk_score          /* description next_month_end_risk_score = The risk score assigned to the practice at the end of the next month. If this date is in the future it will be indicated by 'Future date'. */         , COALESCE(             FIRST_VALUE(                 IFF(date_spine.period_marker__month_end, revenue_risk_score.risk_level_current, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN 1 FOLLOWING AND UNBOUNDED FOLLOWING             )             , 'Future Date') ``` "
"2022-11-08 22:09:16.510433+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         /* description month_start_risk_score = The risk score assigned to the practice at the start of the month. */         , COALESCE(             LAST_VALUE(                 IFF(date_spine.period_marker__month_start, revenue_risk_score.risk_level_current, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND 0 PRECEDING             ) ``` "
"2022-11-08 22:22:14.052396+00","I just realized it was the station name which I initially thought it was the image intent name. I reversed the change to display the station name."
"2022-11-08 22:35:47.128616+00","turns out there is, I've roped it into the new PR I have out"
"2022-11-08 23:11:43.021567+00","Do we want to specify that the reason is a failure to write to labtrac? Something like: ```suggestion                                     reason: ""Failed to write to Labtrac"",                                     human_readable: true,                                     data: OrderEntryWorker.maxRetryError                                 } ```"
"2022-11-08 23:11:43.522478+00","I think we could get rid of this comment"
"2022-11-09 01:58:54.976818+00","I'm having a hard time following this test, but it was loading metrics from `prom-client`, which isn't really an option with the otel lib without digging through its internals."
"2022-11-08 23:11:42.891418+00","I think there is a bug in `job-utils` logic to execute retries. The bug is not due to this code, but exposed by it.  [This](https://github.com/orthly/orthlyweb/blob/master/packages/services/src/utils/job-utils.service.ts#L146) should be calling the method on [`JobUtils`](https://github.com/orthly/orthlyweb/blob/master/packages/services/src/utils/job-utils.service.ts#L257), but is instead calling [this](https://github.com/orthly/orthlyweb/blob/master/packages/shared-types/src/utils/retryable-errors.ts#L39) - which does not consider a `RetryJobError` to be a retryable error  cc @dandysean @karimsa "
"2022-11-08 23:14:43.544883+00","nice attention to detail! 😍 "
"2022-11-08 23:16:56.075192+00","Multiple variant groups? "
"2022-11-08 23:34:14.225074+00","look on lines 4 and 14 in this file - idk why organization didn't have this"
"2022-11-08 23:43:22.743925+00","Just by reading these 50 minutes I can feel my hair go whiter.."
"2022-11-08 23:44:20.869394+00","😂 I'm just mimicking what we have on the backend. looks like it was 5 minutes originally and @rossproduct changed it to 50 so... I assume it took more than 5 at least once?"
"2022-11-08 23:45:09.562483+00","Yeah, I had it set to 2 minutes (""surely that's way more than enough""), then 5 (""okay _this_ has got to do the trick""), then finally 50 because after 5m failed I didn't want to keep guessing."
"2022-11-08 23:45:27.422493+00","inb4 500 minutes"
"2022-11-09 02:02:25.26249+00","not sure what we want to test here.  we can't [easily] look within otel the way we did with prom-client."
"2022-11-08 23:45:37.175012+00","5000 when?"
"2022-11-09 00:05:39.702497+00","This should be done via a graphql computed property rather than this"
"2022-11-09 00:07:38.091183+00","Also needs constraint of unique `order_id, experiment_id`"
"2022-11-09 00:08:49.74105+00","pseudo code:  ``` file_url() {   if (is enabled on LD && is part of experiment group) { return scan_export.margin_injected_url }   return scan_export.file_url } ```"
"2022-11-09 00:17:04.352476+00","Also this method should move to `OrderExperiment.service.ts` in `order/order-experiment/dto`. Make it generic - takes in experiment, possible groups.   Also merge `OrderExperiment.ts` and `ExperimentAssignemtn.dto`"
"2022-11-09 00:21:52.552932+00","This whole method needs to be atomic"
"2022-11-09 00:34:31.174701+00","Also should have a global launchdarkly flag for the whole experiment being enabled or not"
"2022-11-09 08:50:59.362473+00","A wisdom URL extraction can be painful. "
"2022-11-09 00:35:08.027857+00","Shouldn't we do this outside of the transaction to avoid holding up the write?"
"2022-11-09 00:35:51.389178+00","@mysuey  can I bug you to add a definition for these two while you have it open? "
"2022-11-09 00:38:49.27724+00","We probably should make one transaction per order rather than overall, right? Only problem being typeorm's pool is limiting on this. It will feel awkward to the user to have one of their order failures result in all of their orders fail."
"2022-11-09 00:41:51.171816+00","Yeah, that looks right to me - @dandysean "
"2022-11-09 01:06:31.274173+00","We've kinda gone over this a lot in the past, and the simple truth is: we can't stop a user from copying a query string in the search bar, so we can't guarantee ""meta"" information of a query are copied along with the search string either. Case in point: `patterntype:`. The copy button is just a compromise, that we cannot guarantee a user clicks on anyway. We have to accept the canonical representation of a search result set is the query URL, not the query string. The query string is a partial representation, subject to some default configuration/settings.  It is, and has been, IMO, a wrong design decision to encode certain information in the query string, like `patterntype` (we should not be encoding `patterntype` in a query string, neither should we allow any kind of value to affect how a query string is interpreted inside the query itself). Ranking is another example where, there is no value in the query string that determines which ranking algorithm to use for results (and at this point we should not have any such settings values in the query string).  Achieving a consistent runtime behavior of a query string shouldn't come down to ""how do we encode this information in the query string"" but rather ""where should users expect to copy the canonical representation of a search"". For our web app, that's the URL, and for CLI, we have CLI params (for streaming, or for search modes at some point, and so on).  This is why I'm generally in favor of proposals to remove the copy button. But it does provide some extra utility if the user just wants to copy the query string. The key thing is to not give the impression this is the canonical representation of the result set it may return. If it's likely that we create this impression, then we should think about removing it."
"2022-11-09 00:42:06.984369+00","I'm not sure if we should do a global retry here - not all of the errors at this stage are retryable (and we aren't checking what the error was)"
"2022-11-09 00:43:05.101894+00","Yes, let's keep the format of the existing errors:  ```                                                    reason:                                                         writeResult.error.reason ??                                                         `Failed to write order to labtrac: ${writeResult.error.kind} without a reason`,                                                     human_readable: !!writeResult.error.reason,                                                     data: {                                                         errors: writeResult.error                                                     } ``` "
"2022-11-09 00:43:19.355318+00","In theory it's superfluous, but the code around this state management is really poor and I don't want to delve into trying to make that possible right now--it's more likely I'll break something.  For example, `patterntype=xyz` is also superfluous in the default case, but we always set this unconditionally currently. We'd need to add logic to remove URL parameters when they correspond to the default, (which doesn't exist yet), and this needs to be _thoroughly_ tested before I'd feel good about it. So maybe after these changes are finalized!"
"2022-11-09 00:44:54.458109+00","Since the value is only determined by the toggle, and (I think) we don't show the toggle for VSCode, it can't be anything but `Precise`. I will double check interactions with the vscode plugin before merging this."
"2022-11-09 00:46:39.416966+00","**Request for comments here**: When the request clone status is `cloned`, we remove all results for which there is a row with a status distinct from `cloned`. I believe this should be the exact same set as _keeping_ all results for which there is a cloned `gitserver_repos` row."
"2022-11-09 00:48:55.286705+00","Sounds good!"
"2022-11-09 01:08:16.522888+00","The logic makes sense to me.   I don't quite understand why we're special-casing `CloneStatus == types.CloneStatusCloned` though. Couldn't we just do an inner join with `AND gr.clone_status = %s` for any clone status? I don't see why deferring the filtering to the `where` clause would actually be faster, and it seems possible that the speedup comes from moving the condition to the join rather than post-filtering. "
"2022-11-09 01:12:33.09087+00","```suggestion         // Dynamically add SnapshotRebuildLog to Connection so clients do not have to specify it ```"
"2022-11-09 01:13:25.141399+00","ugh you caught my copy-pasta"
"2022-11-09 01:14:51.402537+00","could we add: 1) OrthlyConfig.serviceName 2) date/time?"
"2022-11-09 01:15:08.172481+00","This is part of the optimization, it makes it so that we only need to hash and join a small subset, because the assumption is #cloned >> other states "
"2022-11-09 08:54:53.095015+00","oh i see   the `APIImageFeatureMeasurementType` are `Uppercase` as against the `ImageMetricFeatureType` that is `Capitalize`   ```export const PERPENDICULAR: APIImageFeatureMeasurementType = ""PERPENDICULAR"";```"
